"","iso_code","country","year","co2","consumption_co2","co2_growth_prct","co2_growth_abs","trade_co2","co2_per_capita","consumption_co2_per_capita","share_global_co2","cumulative_co2","share_global_cumulative_co2","co2_per_gdp","consumption_co2_per_gdp","co2_per_unit_energy","coal_co2","cement_co2","flaring_co2","gas_co2","oil_co2","other_industry_co2","cement_co2_per_capita","coal_co2_per_capita","flaring_co2_per_capita","gas_co2_per_capita","oil_co2_per_capita","other_co2_per_capita","trade_co2_share","share_global_cement_co2","share_global_coal_co2","share_global_flaring_co2","share_global_gas_co2","share_global_oil_co2","share_global_other_co2","cumulative_cement_co2","cumulative_coal_co2","cumulative_flaring_co2","cumulative_gas_co2","cumulative_oil_co2","cumulative_other_co2","share_global_cumulative_cement_co2","share_global_cumulative_coal_co2","share_global_cumulative_flaring_co2","share_global_cumulative_gas_co2","share_global_cumulative_oil_co2","share_global_cumulative_other_co2","total_ghg","ghg_per_capita","methane","methane_per_capita","nitrous_oxide","nitrous_oxide_per_capita","population","gdp","primary_energy_consumption","energy_per_capita","energy_per_gdp","Region","Subregion","Notes","Country code","Type","Parent code","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"94","LBN","Lebanon",2019,28.202,NA,2.31,0.637,NA,4.114,NA,0.08,709.815,0.04,NA,NA,NA,0.627,2.353,NA,NA,25.222,NA,0.343,0.091,NA,NA,3.679,NA,NA,0.15,0,NA,NA,0.2,NA,69.339,14.725,NA,NA,625.172,NA,0.17,0,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,6855709,NA,NA,NA,NA,"Asia","NORTHERN AFRICA AND WESTERN ASIA",NA,422,"Country/Area",922,1334.617,1358.226,1392.73,1434.848,1481.968,1532.12,1584.039,1637.13,1691.382,1747.168,1804.935,1864.613,1925.295,1984.999,2041.231,2092.374,2136.617,2174.732,2210.769,2250.454,2297.436,2354.046,2417.837,2481.943,2536.772,2575.746,2596.409,2601.734,2597.202,2590.911,2588.928,2594.299,2606.148,2622.072,2638.056,2651.992,2660.873,2667.957,2684.682,2726.438,2803.032,2921.7,3076.133,3246.129,3403.359,3528.379,3610.663,3658.425,3693.514,3747.762,3842.774,3990.999,4182.205,4388.378,4569.377,4698.761,4759.76,4767.347,4764.745,4813.026,4953.064,5202.022,5537.62,5913.016,6261.046,6532.681,6714.281,6819.373,6859.408,6855.709,6825.442
"95","LSO","Lesotho",2019,2.223,NA,-8.34,-0.202,NA,1.046,NA,0.01,60.459,0,NA,NA,NA,1.384,NA,NA,NA,0.839,NA,NA,0.651,NA,NA,0.395,NA,NA,NA,0.01,NA,NA,0.01,NA,NA,46.189,NA,NA,14.27,NA,NA,0.01,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2125267,NA,NA,NA,NA,"Africa","SUB-SAHARAN AFRICA",NA,426,"Country/Area",913,704.686,716.81,729,741.338,753.899,766.763,779.974,793.594,807.664,822.214,837.264,852.892,869.132,886.061,903.757,922.307,941.798,962.279,983.683,1005.911,1028.93,1052.619,1077.102,1102.885,1130.634,1160.795,1193.517,1228.527,1265.211,1302.67,1340.258,1377.808,1415.362,1452.727,1489.685,1526.132,1561.687,1596.395,1630.993,1666.564,1703.757,1742.534,1782.284,1822.237,1861.323,1898.598,1934.294,1968.054,1997.524,2019.732,2032.805,2035.738,2029.832,2018.355,2005.953,1996.115,1989.933,1986.926,1987.13,1990.135,1995.575,2003.793,2014.988,2028.528,2043.448,2059.011,2075.041,2091.532,2108.327,2125.267,2142.252
"96","LBR","Liberia",2019,1.322,NA,3.71,0.047,NA,0.268,NA,0,51.91,0,NA,NA,NA,NA,0.094,NA,NA,1.228,NA,0.019,NA,NA,NA,0.249,NA,NA,0.01,NA,NA,NA,0.01,NA,2.174,NA,NA,NA,49.736,NA,0.01,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,4937374,NA,NA,NA,NA,"Africa","SUB-SAHARAN AFRICA",NA,430,"Country/Area",914,930.022,943.659,958.7,975.056,992.646,1011.367,1031.135,1051.834,1073.38,1095.67,1118.655,1142.304,1166.651,1191.796,1217.905,1245.104,1273.458,1303.032,1333.98,1366.5,1400.73,1436.74,1474.567,1514.364,1556.288,1600.454,1645.833,1692.155,1740.919,1794.251,1852.991,1918.832,1989.477,2057.232,2111.667,2145.756,2158.434,2153.312,2134.105,2106.429,2075.917,2040.141,2001.612,1976.701,1986.491,2044.657,2160.48,2326.21,2517.472,2699.708,2848.447,2953.928,3024.727,3077.055,3135.654,3218.114,3329.211,3461.911,3607.863,3754.129,3891.357,4017.446,4135.662,4248.337,4359.508,4472.229,4586.788,4702.224,4818.976,4937.374,5057.677
"97","LBY","Libya",2019,46.428,NA,2.7,1.222,NA,6.85,NA,0.13,2025.11,0.12,NA,NA,NA,NA,1.667,7.482,8.435,28.844,NA,0.246,NA,1.104,1.245,4.256,NA,NA,0.11,NA,1.74,0.11,0.23,NA,67.931,NA,384.72,369.388,1202.09,NA,0.16,NA,2.25,0.16,0.21,NA,NA,NA,NA,NA,NA,NA,6777453,NA,NA,NA,NA,"Africa","NORTHERN AFRICA AND WESTERN ASIA",NA,434,"Country/Area",912,1124.519,1142.975,1163.89,1187.74,1214.823,1245.355,1279.403,1316.913,1357.732,1401.631,1448.416,1498.076,1550.815,1607.168,1667.822,1733.307,1803.689,1878.869,1958.909,2043.82,2133.527,2228.142,2327.487,2430.754,2536.895,2645.136,2754.698,2865.639,2979.102,3096.724,3219.462,3347.779,3480.443,3614.682,3746.712,3873.781,3994.601,4109.717,4220.451,4328.935,4436.663,4544.245,4650.896,4755.134,4854.871,4948.796,5036.173,5118.008,5196.774,5275.921,5357.893,5443.249,5531.097,5620.545,5710.163,5798.615,5886.874,5974.786,6058.74,6133.987,6197.667,6247.438,6285.751,6320.35,6362.039,6418.315,6492.16,6580.723,6678.565,6777.453,6871.287
"98","LIE","Liechtenstein",2019,0.146,NA,1.43,0.002,NA,3.835,NA,0,5.971,0,NA,NA,NA,NA,NA,NA,0.05,0.095,NA,NA,NA,NA,1.327,2.508,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1.594,4.375,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,38020,NA,NA,NA,NA,"Europe","EUROPE",NA,438,"Country/Area",926,13.752,13.945,14.135,14.344,14.568,14.824,15.119,15.429,15.767,16.12,16.501,16.894,17.3,17.724,18.17,18.642,19.16,19.688,20.237,20.766,21.268,21.729,22.161,22.56,22.985,23.436,23.933,24.451,24.968,25.463,25.881,26.229,26.533,26.79,27.028,27.286,27.552,27.835,28.135,28.449,28.79,29.166,29.552,29.987,30.415,30.884,31.354,31.83,32.306,32.765,33.184,33.543,33.885,34.172,34.444,34.718,34.975,35.217,35.469,35.723,35.996,36.299,36.615,36.94,37.219,37.465,37.655,37.805,37.918,38.02,38.137
"99","LTU","Lithuania",2019,13.483,NA,-1.36,-0.186,NA,4.886,NA,0.04,1389.801,0.08,NA,NA,0.198,0.828,0.511,0.254,3.804,8.047,0.04,0.185,0.3,0.092,1.378,2.916,0.014,NA,0.03,0.01,0.06,0.05,0.07,0.03,47.749,182.756,11.015,297.675,847.211,3.395,0.11,0.02,0.06,0.13,0.15,0.1,NA,NA,NA,NA,NA,NA,2759631,NA,68.009,24641.049,NA,"Europe","EUROPE",NA,440,"Country/Area",924,2567.407,2569.617,2578.051,2591.374,2608.525,2628.752,2651.634,2677.006,2704.988,2735.866,2769.879,2806.924,2846.393,2887.072,2927.385,2966.165,3002.792,3037.458,3070.698,3103.509,3136.585,3170.082,3203.634,3236.739,3268.652,3298.883,3327.263,3354.067,3379.794,3405.173,3430.76,3456.141,3481.128,3506.55,3533.489,3562.399,3594.064,3627.326,3658.496,3682.557,3696.035,3697.451,3688.103,3670.653,3649.142,3626.609,3603.756,3579.911,3555.14,3529.189,3501.842,3473.623,3444.777,3414.367,3381.134,3344.259,3303.329,3258.984,3212.867,3167.27,3123.825,3083.402,3045.561,3008.938,2971.498,2931.872,2889.555,2845.419,2801.27,2759.631,2722.291
"100","LUX","Luxembourg",2019,9.785,NA,2.26,0.216,NA,15.892,NA,0.03,746.057,0.05,NA,NA,0.207,0.356,0.372,0,1.619,7.364,0.074,0.604,0.579,0,2.63,11.96,0.12,NA,0.02,0,0,0.02,0.06,0.06,20.179,357.869,0.001,72.188,293.919,1.9,0.05,0.05,0,0.03,0.05,0.05,NA,NA,NA,NA,NA,NA,615730,NA,47.221,76658.118,NA,"Europe","EUROPE",NA,442,"Country/Area",926,296.005,297.593,299.5,301.507,303.449,305.262,306.938,308.562,310.258,312.219,314.585,317.438,320.699,324.129,327.36,330.16,332.423,334.234,335.829,337.568,339.672,342.232,345.104,348.178,351.19,353.984,356.566,358.963,361.08,362.797,364.048,364.778,365.099,365.301,365.797,366.882,368.662,371.076,374.118,377.712,381.78,386.356,391.397,396.812,402.435,408.145,413.999,419.979,425.828,431.263,436.106,440.197,443.727,447.317,451.822,457.848,465.611,474.917,485.403,496.536,507.89,519.312,530.855,542.554,554.512,566.741,579.266,591.914,604.244,615.73,625.976
"101","MDG","Madagascar",2019,4.015,NA,-4.13,-0.173,NA,0.149,NA,0.01,93.346,0.01,NA,NA,NA,1.44,0.094,NA,NA,2.481,NA,0.004,0.053,NA,NA,0.092,NA,NA,0.01,0.01,NA,NA,0.02,NA,2.358,12.517,NA,NA,78.472,NA,0.01,0,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,26969306,NA,NA,NA,NA,"Africa","SUB-SAHARAN AFRICA",NA,450,"Country/Area",910,4083.548,4168.388,4256.761,4348.724,4444.287,4543.54,4646.579,4753.531,4864.52,4979.746,5099.368,5223.561,5352.497,5486.319,5625.164,5769.215,5918.592,6073.529,6234.468,6401.92,6576.305,6757.853,6946.619,7142.634,7345.773,7556.032,7773.452,7998.157,8230.214,8469.677,8716.549,8971.339,9234.137,9504.283,9780.869,10063.493,10352.117,10647.753,10952.396,11268.653,11598.647,11942.809,12301.338,12675.469,13066.544,13475.403,13902.697,14347.86,14808.791,15282.524,15766.806,16260.933,16765.122,17279.139,17802.992,18336.722,18880.265,19433.52,19996.476,20569.115,21151.64,21743.97,22346.641,22961.259,23589.897,24234.08,24894.37,25570.511,26262.313,26969.306,27691.019
"102","MWI","Malawi",2019,1.466,NA,-0.27,-0.004,NA,0.079,NA,0,49.079,0,NA,NA,NA,0.214,0.12,NA,NA,1.133,NA,0.006,0.012,NA,NA,0.061,NA,NA,0.01,0,NA,NA,0.01,NA,3.377,12.145,NA,NA,33.557,NA,0.01,0,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,18628749,NA,NA,NA,NA,"Africa","SUB-SAHARAN AFRICA",NA,454,"Country/Area",910,2953.871,3011.789,3072.386,3135.689,3201.722,3270.545,3342.254,3416.929,3494.687,3575.665,3659.98,3747.758,3839.047,3933.914,4032.364,4134.464,4240.43,4350.456,4464.427,4582.197,4703.783,4829.092,4958.556,5093.368,5235.074,5384.798,5545.653,5717.954,5896.864,6075.485,6250.434,6412.38,6565.985,6737.924,6964.613,7268.271,7666.39,8141.14,8636.686,9075.568,9404.499,9600.361,9685.974,9710.335,9745.695,9844.418,10022.783,10264.906,10552.345,10854.325,11148.751,11432.001,11713.663,12000.183,12301.837,12625.95,12973.693,13341.808,13727.899,14128.161,14539.609,14962.118,15396.01,15839.287,16289.55,16745.305,17205.253,17670.193,18143.215,18628.749,19129.955
"103","MYS","Malaysia",2019,250.095,NA,0.38,0.95,NA,7.828,NA,0.69,5734.715,0.35,NA,NA,0.211,81.196,9.599,8.962,66.117,84.221,NA,0.3,2.541,0.28,2.069,2.636,NA,NA,0.61,0.57,2.09,0.87,0.68,NA,236.396,1030.326,278.448,1610.305,2579.239,NA,0.57,0.13,1.63,0.68,0.44,NA,NA,NA,NA,NA,NA,NA,31949789,NA,1183.862,37053.569,NA,"Asia","EASTERN AND SOUTH-EASTERN ASIA",13,458,"Country/Area",920,6109.902,6271.228,6449.609,6639.418,6836.639,7038.91,7245.68,7458.015,7678.381,7910.188,8156.342,8417.821,8692.337,8973.791,9253.827,9526.558,9790.083,10046.321,10297.983,10549.395,10804.131,11062.434,11324.277,11592.638,11871.102,12162.189,12468.688,12790.313,13122.833,13460.035,13798.094,14134.06,14471.215,14819.43,15192.3,15598.924,16043.736,16522.004,17022.47,17528.961,18029.824,18519.941,19002.66,19484.901,19977.508,20487.604,21017.619,21562.79,22114.647,22661.293,23194.252,23709.115,24208.391,24698.821,25190.647,25690.615,26201.954,26720.367,27236.003,27735.038,28208.028,28650.962,29068.189,29468.923,29866.606,30270.965,30684.652,31104.655,31528.033,31949.789,32365.998
"104","MDV","Maldives",2019,1.667,NA,6.54,0.102,NA,3.14,NA,0,22.795,0,NA,NA,NA,NA,NA,NA,NA,1.667,NA,NA,NA,NA,NA,3.14,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,22.795,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,530957,NA,NA,NA,NA,"Asia","CENTRAL AND SOUTHERN ASIA",NA,462,"Country/Area",5501,73.716,74.22,75.19,76.485,78.015,79.704,81.511,83.418,85.431,87.587,89.873,92.328,94.902,97.54,100.177,102.71,105.129,107.481,109.893,112.582,115.688,119.303,123.347,127.7,132.102,136.418,140.563,144.625,148.774,153.276,158.271,163.821,169.849,176.255,182.848,189.54,196.262,203.024,209.787,216.502,223.159,229.743,236.271,242.596,248.582,254.144,259.178,263.836,268.445,273.522,279.396,286.309,294.185,302.681,311.265,319.604,327.489,335.172,343.448,353.391,365.73,380.493,397.231,415.592,435.018,454.914,475.505,496.398,515.704,530.957,540.542
"105","MLI","Mali",2019,3.394,NA,3.7,0.121,NA,0.173,NA,0.01,53.04,0,NA,NA,NA,NA,0.245,NA,NA,3.149,NA,0.012,NA,NA,NA,0.16,NA,NA,0.02,NA,NA,NA,0.03,NA,1.963,NA,NA,NA,51.076,NA,0,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,19658023,NA,NA,NA,NA,"Africa","SUB-SAHARAN AFRICA",NA,466,"Country/Area",914,4708.425,4759.043,4811.202,4864.752,4919.548,4975.4,5032.123,5089.512,5147.342,5205.447,5263.727,5322.269,5381.367,5441.618,5503.75,5568.495,5635.864,5706.192,5780.836,5861.417,5949.042,6044.524,6147.464,6256.191,6368.346,6482.282,6596.721,6712.267,6831.09,6956.409,7090.124,7234.725,7388.67,7545.163,7694.857,7831.888,7952.863,8062.216,8171.525,8296.919,8449.915,8635.528,8850.334,9087.173,9334.893,9585.66,9837.575,10094.363,10360.564,10642.937,10946.448,11271.603,11616.89,11982.692,12369.078,12775.509,13203.378,13651.455,14113.578,14581.427,15049.352,15514.593,15979.492,16449.854,16934.213,17438.772,17965.448,18512.429,19077.755,19658.023,20250.834
"106","MLT","Malta",2019,1.554,NA,1.45,0.022,NA,3.528,NA,0,102.846,0.01,NA,NA,NA,0,NA,NA,0.691,0.862,0,NA,0,NA,1.57,1.958,0,NA,NA,0,NA,0.01,0.01,0,NA,6.408,NA,1.926,94.488,0.024,NA,0,NA,0,0.02,0,NA,NA,NA,NA,NA,NA,440377,NA,NA,NA,NA,"Europe","EUROPE",NA,470,"Country/Area",925,311.998,312.215,312.746,313.266,313.562,313.523,313.195,312.702,312.303,312.316,312.973,314.414,316.52,318.888,320.927,322.238,322.696,322.457,321.762,321.031,320.548,320.364,320.437,320.801,321.436,322.358,323.579,325.126,326.984,329.117,331.494,334.115,336.964,339.984,343.096,346.254,349.431,352.617,355.796,358.935,362.017,364.991,367.89,370.774,373.754,376.893,380.259,383.756,387.282,390.626,393.649,396.324,398.72,400.858,402.82,404.659,406.33,407.854,409.493,411.559,414.257,417.72,421.809,426.144,430.19,433.559,436.099,437.935,439.255,440.377,441.539
"107","MHL","Marshall Islands",2019,0.163,NA,6.54,0.01,NA,2.774,NA,0,3.284,0,NA,NA,NA,NA,NA,NA,NA,0.163,NA,NA,NA,NA,NA,2.774,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,3.284,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,58791,NA,NA,NA,NA,"Oceania","OCEANIA (EXCLUDING AUSTRALIA AND NEW ZEALAND)",NA,584,"Country/Area",954,13.005,13.226,13.441,13.628,13.792,13.897,13.996,14.085,14.208,14.394,14.674,15.056,15.547,16.111,16.71,17.282,17.834,18.383,18.966,19.617,20.394,21.305,22.335,23.44,24.53,25.579,26.548,27.479,28.4,29.417,30.574,31.883,33.33,34.881,36.564,38.331,40.212,42.168,44.092,45.827,47.265,48.403,49.242,49.828,50.214,50.454,50.523,50.453,50.356,50.418,50.754,51.411,52.368,53.465,54.476,55.257,55.765,56.046,56.166,56.255,56.361,56.524,56.712,56.933,57.183,57.444,57.723,58.053,58.412,58.791,59.194
"108","MRT","Mauritania",2019,4.092,NA,4,0.157,NA,0.904,NA,0.01,73.275,0,NA,NA,NA,NA,NA,NA,NA,4.092,NA,NA,NA,NA,NA,0.904,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA,72.839,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,4525698,NA,NA,NA,NA,"Africa","SUB-SAHARAN AFRICA",NA,478,"Country/Area",914,651.434,666.806,683.139,700.494,718.871,738.295,758.751,780.219,802.673,826.069,850.377,875.586,901.69,928.742,956.794,985.907,1016.093,1047.345,1079.58,1112.749,1146.776,1181.659,1217.443,1254.156,1291.857,1330.594,1370.364,1411.139,1453.028,1496.174,1540.644,1586.496,1633.655,1681.859,1730.737,1780.033,1829.678,1879.756,1930.427,1981.902,2034.347,2087.914,2142.645,2198.538,2255.52,2313.63,2372.9,2433.567,2496.217,2561.584,2630.217,2702.405,2778.097,2857.15,2939.246,3024.198,3111.908,3202.512,3296.237,3393.408,3494.2,3598.646,3706.555,3817.497,3930.894,4046.304,4163.532,4282.582,4403.312,4525.698,4649.66
"109","MUS","Mauritius",2019,4.687,NA,-4.38,-0.215,NA,3.691,NA,0.01,112.474,0.01,NA,NA,NA,1.762,NA,NA,NA,2.924,NA,NA,1.388,NA,NA,2.303,NA,NA,NA,0.01,NA,NA,0.02,NA,NA,29.93,NA,NA,82.544,NA,NA,0,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,1269670,NA,NA,NA,NA,"Africa","SUB-SAHARAN AFRICA",1,480,"Country/Area",910,493.258,506.428,521.191,537.05,553.622,570.65,587.952,605.487,623.274,641.423,660.025,679.05,698.31,717.407,735.86,753.283,769.56,784.774,799.143,812.941,826.451,839.594,852.394,865.17,878.356,892.219,906.918,922.329,937.818,952.581,966.039,978.071,988.889,998.62,1007.502,1015.764,1023.278,1030.176,1037.253,1045.585,1055.869,1068.433,1082.948,1098.604,1114.146,1128.676,1141.952,1154.141,1165.292,1175.571,1185.147,1193.911,1201.805,1208.992,1215.668,1222.01,1228.089,1233.89,1239.262,1243.996,1247.953,1251.074,1253.489,1255.458,1257.351,1259.457,1261.87,1264.497,1267.184,1269.67,1271.767
"110","MEX","Mexico",2019,438.498,NA,-2.79,-12.583,NA,3.437,NA,1.2,19758.476,1.2,NA,NA,0.204,38.707,19.349,4.269,150.967,225.206,NA,0.152,0.303,0.034,1.183,1.765,NA,NA,1.24,0.27,0.99,1.98,1.82,NA,653.414,1471.84,512.098,4059.62,13061.503,NA,1.57,0.19,3,1.71,2.25,NA,NA,NA,NA,NA,NA,NA,127575529,NA,2144.652,16810.783,NA,"Latin America and the Caribbean","LATIN AMERICA AND THE CARIBBEAN",NA,484,"Country/Area",916,27944.671,28749.849,29590.077,30468.85,31388.572,32350.593,33355.184,34401.536,35487.956,36612.111,37771.861,38966.049,40195.318,41462.373,42771.077,44123.863,45519.746,46956.208,48431.971,49945.278,51493.565,53076.366,54689.944,56324.31,57966.812,59607.947,61242.189,62869.908,64494.872,66123.908,67761.367,69407.623,71058.65,72709.306,74352.631,75983.486,77599.105,79200.081,80788.725,82368.93,83943.135,85512.621,87075.136,88625.44,90156.396,91663.29,93147.045,94611.008,96056.313,97484.823,98899.845,100298.152,101684.764,103081.02,104514.934,106005.199,107560.155,109170.503,110815.272,112463.886,114092.961,115695.468,117274.156,118827.158,120355.137,121858.251,123333.379,124777.326,126190.782,127575.529,128932.753
"111","MNG","Mongolia",2019,65.514,NA,1.56,1.005,NA,20.313,NA,0.18,692.65,0.04,NA,NA,NA,60.995,0.189,NA,NA,4.33,NA,0.059,18.912,NA,NA,1.342,NA,NA,0.01,0.42,NA,NA,0.04,NA,4.729,578.258,NA,NA,109.662,NA,0.01,0.07,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,3225166,NA,NA,NA,NA,"Asia","EASTERN AND SOUTH-EASTERN ASIA",NA,496,"Country/Area",906,780.199,793.537,807.922,823.068,838.787,855.099,872.163,890.281,909.886,931.487,955.514,982.181,1011.327,1042.387,1074.518,1107.121,1139.962,1173.186,1207.104,1242.213,1278.819,1317.042,1356.673,1397.305,1438.421,1479.646,1520.868,1562.207,1603.91,1646.29,1689.622,1733.475,1777.727,1823.214,1871.089,1921.889,1976.313,2033.351,2089.709,2141.005,2184.139,2217.918,2243.495,2263.196,2280.475,2298.017,2316.571,2335.744,2355.667,2376.228,2397.417,2419.594,2443.261,2468.765,2496.394,2526.429,2558.854,2593.819,2631.899,2673.794,2719.902,2770.357,2824.698,2881.783,2940.111,2998.433,3056.358,3113.788,3170.214,3225.166,3278.292
"112","MNE","Montenegro",2019,2.461,NA,15.93,0.338,NA,3.92,NA,0.01,100.854,0.01,NA,NA,NA,1.55,NA,NA,NA,0.911,NA,NA,2.468,NA,NA,1.451,NA,NA,NA,0.01,NA,NA,0.01,NA,NA,71.292,NA,NA,29.528,NA,NA,0.01,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,627988,NA,NA,NA,NA,"Europe","EUROPE",NA,499,"Country/Area",925,394.739,400.872,410.508,421.731,433.14,443.796,453.322,461.813,469.782,478.07,487.416,498.129,509.707,520.712,529.176,533.821,533.915,530.234,524.845,520.645,519.702,522.782,529.214,537.766,546.565,554.259,560.423,565.512,570.06,574.953,580.757,587.689,595.351,602.965,609.438,614.011,616.356,616.794,616.054,615.205,615.004,615.736,617.181,618.863,620.076,620.419,619.705,618.216,616.34,614.652,613.558,613.17,613.371,614.081,615.137,616.388,617.863,619.554,621.312,622.933,624.279,625.271,625.931,626.342,626.65,626.957,627.271,627.563,627.803,627.988,628.062
"113","MSR","Montserrat",2019,0.029,NA,-2.62,-0.001,NA,5.889,NA,0,1.565,0,NA,NA,NA,NA,NA,NA,NA,0.029,NA,NA,NA,NA,NA,5.889,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1.565,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4991,NA,NA,NA,NA,"Latin America and the Caribbean","LATIN AMERICA AND THE CARIBBEAN",14,500,"Country/Area",915,13.524,14.127,14.476,14.601,14.509,14.231,13.817,13.32,12.799,12.323,11.957,11.729,11.653,11.673,11.711,11.721,11.696,11.647,11.604,11.553,11.538,11.519,11.53,11.539,11.55,11.576,11.612,11.654,11.675,11.665,11.607,11.482,11.299,11.106,10.925,10.787,10.704,10.666,10.632,10.623,10.616,10.627,10.659,10.598,10.362,9.848,9.014,7.927,6.745,5.693,4.925,4.528,4.431,4.533,4.703,4.842,4.89,4.916,4.906,4.891,4.895,4.913,4.93,4.932,4.952,4.966,4.978,4.989,4.993,4.991,4.999
"114","MAR","Morocco",2019,71.929,NA,10.04,6.561,NA,1.972,NA,0.2,1713.963,0.1,NA,NA,0.273,25.263,7.779,NA,2.008,36.878,NA,0.213,0.693,NA,0.055,1.011,NA,NA,0.5,0.18,NA,0.03,0.3,NA,201.158,424.936,NA,30.834,1057.034,NA,0.48,0.06,NA,0.01,0.18,NA,NA,NA,NA,NA,NA,NA,36471766,NA,263.617,7227.94,NA,"Africa","NORTHERN AFRICA AND WESTERN ASIA",NA,504,"Country/Area",912,8985.986,9243.41,9528.979,9837.075,10162.948,10502.658,10853.173,11212.23,11578.378,11950.747,12328.532,12710.587,13094.89,13478.425,13857.656,14230.163,14595.351,14954.037,15307.267,15656.846,16004.732,16350.883,16696.89,17048.525,17413.149,17796.171,18198.836,18620.087,19059.773,19516.942,19990.006,20479.709,20984.023,21495.088,22002.641,22499.111,22980.334,23447.256,23903.592,24355.624,24807.461,25260.407,25711.41,26155.204,26584.473,26994.255,27383.472,27754.573,28110.447,28455.504,28793.672,29126.323,29454.765,29782.884,30115.196,30455.563,30804.689,31163.67,31536.807,31929.087,32343.384,32781.86,33241.898,33715.705,34192.358,34663.608,35126.274,35581.257,36029.089,36471.766,36910.558
"115","MOZ","Mozambique",2019,8.706,NA,3.84,0.322,NA,0.287,NA,0.02,173.588,0.01,NA,NA,NA,0.09,0.735,NA,1.584,6.297,NA,0.024,0.003,NA,0.052,0.207,NA,NA,0.05,0,NA,0.02,0.05,NA,13.266,44.113,NA,10.312,105.897,NA,0.03,0.01,NA,0,0.02,NA,NA,NA,NA,NA,NA,NA,30366043,NA,NA,NA,NA,"Africa","SUB-SAHARAN AFRICA",NA,508,"Country/Area",910,5958.982,6059.446,6165.054,6275.232,6389.675,6508.4,6631.668,6760.108,6894.491,7035.799,7184.87,7342.117,7507.309,7679.465,7857.107,8039.217,8225.919,8417.698,8614.445,8816.056,9022.747,9232.655,9446.235,9668.655,9906.963,10165.216,10443.954,10738.534,11041.206,11341.405,11630.194,11913.085,12189.817,12439.773,12636.12,12764.385,12808.566,12786.353,12758.003,12805.95,12987.292,13328.029,13805.999,14370.95,14948.05,15483.277,15960.445,16397.175,16813.946,17244.176,17711.925,18221.884,18764.147,19331.097,19910.549,20493.927,21080.108,21673.319,22276.596,22894.718,23531.567,24187.5,24862.673,25560.752,26286.192,27042.001,27829.93,28649.007,29496.009,30366.043,31255.435
"116","MMR","Myanmar",2019,26.232,NA,0.52,0.136,NA,0.485,NA,0.07,557.664,0.03,NA,NA,NA,3.998,0.993,NA,7.62,13.621,NA,0.018,0.074,NA,0.141,0.252,NA,NA,0.06,0.03,NA,0.1,0.11,NA,13.412,48.799,NA,151.15,338.916,NA,0.03,0.01,NA,0.06,0.06,NA,NA,NA,NA,NA,NA,NA,54045422,NA,NA,NA,NA,"Asia","EASTERN AND SOUTH-EASTERN ASIA",NA,104,"Country/Area",920,17779.635,18103.97,18440.675,18792.741,19162.186,19550.067,19956.404,20380.22,20819.752,21272.677,21736.947,22211.626,22697.664,23198.238,23717.785,24259.356,24823.937,25410.054,26015.239,26635.852,27269.063,27913.749,28570.093,29238.168,29918.469,30611.093,31314.347,32026.748,32748.782,33481.397,34224.316,34976.465,35734.273,36491.804,37241.53,37977.087,38698.484,39404.35,40085.653,40731.439,41335.188,41890.192,42401.686,42889.992,43383.421,43901.598,44452.203,45027.223,45611.22,46181.075,46719.698,47225.119,47702.163,48148.907,48564.489,48949.931,49301.049,49621.479,49929.642,50250.366,50600.827,50990.612,51413.703,51852.464,52280.816,52680.724,53045.199,53382.521,53708.318,54045.422,54409.794
