"","iso_code","country","year","co2","consumption_co2","co2_growth_prct","co2_growth_abs","trade_co2","co2_per_capita","consumption_co2_per_capita","share_global_co2","cumulative_co2","share_global_cumulative_co2","co2_per_gdp","consumption_co2_per_gdp","co2_per_unit_energy","coal_co2","cement_co2","flaring_co2","gas_co2","oil_co2","other_industry_co2","cement_co2_per_capita","coal_co2_per_capita","flaring_co2_per_capita","gas_co2_per_capita","oil_co2_per_capita","other_co2_per_capita","trade_co2_share","share_global_cement_co2","share_global_coal_co2","share_global_flaring_co2","share_global_gas_co2","share_global_oil_co2","share_global_other_co2","cumulative_cement_co2","cumulative_coal_co2","cumulative_flaring_co2","cumulative_gas_co2","cumulative_oil_co2","cumulative_other_co2","share_global_cumulative_cement_co2","share_global_cumulative_coal_co2","share_global_cumulative_flaring_co2","share_global_cumulative_gas_co2","share_global_cumulative_oil_co2","share_global_cumulative_other_co2","total_ghg","ghg_per_capita","methane","methane_per_capita","nitrous_oxide","nitrous_oxide_per_capita","population","gdp","primary_energy_consumption","energy_per_capita","energy_per_gdp","Region","Subregion","Notes","Country code","Type","Parent code","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"117","NAM","Namibia",2019,4.168,NA,0.33,0.014,NA,1.671,NA,0.01,72.359,0,NA,NA,NA,0.071,0.368,NA,NA,3.729,NA,0.148,0.029,NA,NA,1.495,NA,NA,0.02,0,NA,NA,0.03,NA,2.836,3.517,NA,NA,66.006,NA,0.01,0,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,2494524,NA,NA,NA,NA,"Africa","SUB-SAHARAN AFRICA",NA,516,"Country/Area",913,514.378,523.963,534.163,544.9,556.141,567.846,580.024,592.702,605.902,619.695,634.138,649.274,665.119,681.633,698.797,716.588,734.866,753.683,773.428,794.588,817.474,842.353,868.954,896.264,922.9,947.925,971.117,992.955,1014.055,1035.379,1057.723,1080.938,1105.103,1131.624,1162.282,1198.149,1239.923,1286.796,1336.545,1386.011,1432.899,1476.399,1516.951,1555.098,1591.826,1627.866,1663.378,1698.029,1731.635,1763.861,1794.583,1823.667,1851.519,1879.113,1907.737,1938.316,1971.318,2006.516,2043.382,2081.039,2118.877,2156.698,2194.777,2233.506,2273.426,2314.901,2358.044,2402.623,2448.3,2494.524,2540.916
"118","NRU","Nauru",2019,0.053,NA,6.54,0.003,NA,4.924,NA,0,4.778,0,NA,NA,NA,NA,NA,NA,NA,0.053,NA,NA,NA,NA,NA,4.924,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,4.778,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,10764,NA,NA,NA,NA,"Oceania","OCEANIA (EXCLUDING AUSTRALIA AND NEW ZEALAND)",NA,520,"Country/Area",954,3.43,3.466,3.555,3.655,3.738,3.819,3.888,3.959,4.051,4.186,4.377,4.627,4.942,5.27,5.59,5.859,6.065,6.221,6.343,6.445,6.553,6.669,6.798,6.929,7.062,7.178,7.284,7.396,7.505,7.626,7.751,7.871,8.016,8.163,8.331,8.501,8.679,8.868,9.058,9.275,9.506,9.766,10.03,10.287,10.496,10.626,10.677,10.643,10.567,10.449,10.335,10.219,10.102,9.99,9.906,9.848,9.827,9.846,9.88,9.945,10.009,10.069,10.136,10.208,10.289,10.374,10.474,10.577,10.678,10.764,10.834
"119","NPL","Nepal",2019,13.914,NA,3.75,0.503,NA,0.486,NA,0.04,142.968,0.01,NA,NA,NA,6.079,0.839,NA,NA,6.996,NA,0.029,0.212,NA,NA,0.244,NA,NA,0.05,0.04,NA,NA,0.06,NA,11.75,41.517,NA,NA,89.7,NA,0.03,0.01,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,28608715,NA,NA,NA,NA,"Asia","CENTRAL AND SOUTHERN ASIA",NA,524,"Country/Area",5501,8483.322,8663.602,8834.698,8999.194,9159.32,9316.916,9473.411,9629.865,9786.976,9945.213,10105.06,10267.26,10433.147,10604.62,10783.958,10972.912,11172.53,11382.965,11603.921,11834.657,12074.628,12323.984,12583.142,12852.205,13131.26,13420.367,13719.466,14028.535,14347.653,14676.932,15016.408,15367.229,15729.431,16100.623,16477.488,16858.315,17239.677,17623.697,18020.755,18445.021,18905.48,19405.506,19938.322,20489.973,21040.899,21576.074,22090.352,22584.772,23057.875,23509.971,23941.099,24347.113,24725.625,25080.88,25419.337,25744.5,26066.687,26382.586,26666.581,26883.531,27013.207,27041.22,26989.16,26916.795,26905.982,27015.033,27263.43,27632.682,28095.712,28608.715,29136.808
"120","NLD","Netherlands",2019,154.827,NA,-3.34,-5.344,NA,9.056,NA,0.42,11626.64,0.7,NA,NA,0.159,25.553,0.22,1.104,74.216,52.422,1.31,0.013,1.495,0.065,4.341,3.066,0.077,NA,0.01,0.18,0.26,0.97,0.42,1.14,56.655,3820.29,28.14,3835.576,3850.056,35.925,0.14,0.49,0.16,1.61,0.66,1.01,NA,NA,NA,NA,NA,NA,17097123,NA,975.325,57046.584,NA,"Europe","EUROPE",34,528,"Country/Area",926,10042.051,10167.541,10297.986,10432.296,10569.687,10709.621,10851.925,10996.626,11144.074,11294.684,11448.815,11606.398,11766.73,11928.359,12089.386,12248.333,12404.189,12556.841,12706.787,12855.006,13001.941,13147.935,13291.876,13431.187,13562.431,13683.287,13793.11,13892.92,13984.05,14068.597,14148.41,14223.757,14295.209,14365.388,14437.51,14513.947,14595.749,14682.662,14774.031,14868.659,14965.442,15064.522,15165.856,15268.005,15369.121,15467.852,15563.252,15655.482,15745.65,15835.525,15926.188,16018.112,16110.355,16200.948,16287.183,16367.153,16440.091,16506.652,16568.105,16626.379,16682.927,16738.191,16791.85,16843.512,16892.517,16938.492,16981.285,17021.343,17059.56,17097.123,17134.873
"121","NCL","New Caledonia",2019,8.452,NA,2.95,0.243,NA,29.89,NA,0.02,150.486,0.01,NA,NA,NA,5.559,0.039,NA,NA,2.854,NA,0.139,19.658,NA,NA,10.093,NA,NA,0,0.04,NA,NA,0.02,NA,1.634,55.92,NA,NA,92.933,NA,0,0.01,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,282757,NA,NA,NA,NA,"Oceania","OCEANIA (EXCLUDING AUSTRALIA AND NEW ZEALAND)",2,540,"Country/Area",928,64.823,64.259,64.409,65.128,66.273,67.743,69.469,71.374,73.442,75.672,78.059,80.581,83.214,85.901,88.572,91.194,93.688,96.072,98.609,101.628,105.323,109.823,114.984,120.426,125.648,130.269,134.169,137.463,140.262,142.77,145.141,147.4,149.535,151.625,153.752,155.985,158.35,160.873,163.655,166.782,170.335,174.336,178.759,183.481,188.366,193.296,198.237,203.185,208.065,212.782,217.263,221.499,225.482,229.251,232.881,236.441,239.924,243.332,246.696,250.082,253.529,257.066,260.657,264.239,267.732,271.062,274.19,277.159,279.986,282.757,285.491
"122","NZL","New Zealand",2019,36.541,NA,4.16,1.461,NA,7.64,NA,0.1,1849.109,0.11,NA,NA,0.144,5.781,0.418,1.087,8.048,20.513,0.694,0.087,1.209,0.227,1.683,4.289,0.145,NA,0.03,0.04,0.25,0.11,0.17,0.6,33.087,621.205,28.725,318.222,825.163,22.707,0.08,0.08,0.17,0.13,0.14,0.64,NA,NA,NA,NA,NA,NA,4783062,NA,254.574,53224.651,NA,"Oceania","AUSTRALIA/NEW ZEALAND",19,554,"Country/Area",927,1908.011,1947.929,1992.809,2040.237,2088.488,2136.388,2183.46,2229.828,2276.133,2323.404,2372.599,2424.064,2477.192,2530.186,2580.536,2626.649,2667.085,2702.676,2736.821,2774.358,2818.391,2870.817,2929.687,2989.412,3042.175,3082.622,3108.574,3122.406,3128.958,3135.301,3146.61,3164.823,3188.537,3215.732,3243.034,3268.234,3290.304,3310.751,3332.787,3360.956,3398.175,3446.171,3503.194,3564.473,3623.272,3674.94,3717.352,3752.355,3783.976,3818.128,3858.992,3907.941,3963.202,4022.074,4080.421,4135.353,4185.882,4233.046,4278.156,4323.338,4370.06,4418.674,4468.462,4518.519,4567.522,4614.527,4659.265,4702.029,4743.131,4783.062,4822.233
"123","NIC","Nicaragua",2019,5.549,NA,3.19,0.171,NA,0.848,NA,0.02,171.542,0.01,NA,NA,NA,NA,0.271,NA,NA,5.278,NA,0.041,NA,NA,NA,0.806,NA,NA,0.02,NA,NA,NA,0.04,NA,8.086,NA,NA,NA,163.455,NA,0.02,NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,6545503,NA,NA,NA,NA,"Latin America and the Caribbean","LATIN AMERICA AND THE CARIBBEAN",NA,558,"Country/Area",916,1294.994,1332.046,1372.102,1414.94,1460.348,1508.103,1557.961,1609.647,1662.905,1717.468,1773.132,1829.772,1887.426,1946.24,2006.478,2068.379,2131.973,2197.303,2264.623,2334.285,2406.523,2481.345,2558.705,2638.699,2721.417,2806.859,2894.967,2985.48,3077.861,3171.404,3265.52,3360.142,3455.129,3549.711,3642.978,3734.343,3823.133,3909.672,3995.529,4082.958,4173.435,4267.57,4364.514,4462.496,4559.01,4652.185,4741.571,4827.658,4910.642,4991.041,5069.31,5145.367,5219.324,5292.115,5364.93,5438.692,5513.757,5590.066,5667.436,5745.538,5824.058,5903.035,5982.53,6062.462,6142.734,6223.234,6303.97,6384.843,6465.502,6545.503,6624.554
"124","NER","Niger",2019,2.135,NA,1.98,0.041,NA,0.092,NA,0.01,45.342,0,NA,NA,NA,0.298,0.02,NA,NA,1.817,NA,0.001,0.013,NA,NA,0.078,NA,NA,0,0,NA,NA,0.01,NA,0.867,11.479,NA,NA,32.996,NA,0,0,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,23310719,NA,NA,NA,NA,"Africa","SUB-SAHARAN AFRICA",NA,562,"Country/Area",914,2559.706,2638.13,2716.815,2795.799,2875.271,2955.536,3037.052,3120.419,3206.341,3295.568,3388.774,3486.322,3588.228,3693.985,3802.802,3914.118,4027.969,4144.588,4263.925,4385.925,4510.645,4637.984,4768.225,4902.151,5040.795,5184.94,5335.083,5491.158,5652.655,5818.763,5989,6163.711,6343.53,6528.646,6719.31,6915.994,7118.885,7328.934,7548.429,7780.242,8026.592,8288.739,8566.773,8860.297,9168.316,9490.289,9826.6,10178.196,10545.72,10929.922,11331.561,11751.364,12189.988,12647.983,13125.914,13624.474,14143.969,14685.404,15250.913,15843.131,16464.025,17114.77,17795.209,18504.287,19240.182,20001.663,20788.789,21602.388,22442.831,23310.719,24206.636
"125","NGA","Nigeria",2019,140.026,NA,2.9,3.948,NA,0.697,NA,0.38,3824.851,0.23,NA,NA,NA,0.11,8.524,15.656,35.191,80.544,NA,0.042,0,0.078,0.175,0.401,NA,NA,0.55,0,3.65,0.46,0.65,NA,124.21,70.289,1243.803,670.17,1716.38,NA,0.3,0.01,7.28,0.28,0.3,NA,NA,NA,NA,NA,NA,NA,200963603,NA,NA,NA,NA,"Africa","SUB-SAHARAN AFRICA",NA,566,"Country/Area",914,37859.75,38424.142,39035.435,39686.159,40370.853,41086.1,41830.617,42605.12,43412.094,44255.337,45138.46,46063.57,47029.818,48032.932,49066.762,50127.92,51217.969,52342.231,53506.201,54717.035,55982.142,57296.988,58665.813,60114.615,61677.167,63374.289,65221.379,67203.134,69271.915,71361.141,73423.646,75440.505,77427.539,79414.841,81448.757,83562.776,85766.396,88048.029,90395.278,92788.039,95212.454,97667.632,100161.708,102700.751,105293.701,107948.339,110668.784,113457.661,116319.763,119260.055,122283.853,125394.046,128596.079,131900.634,135320.42,138865.014,142538.305,146339.971,150269.622,154324.939,158503.203,162805.08,167228.803,171765.819,176404.931,181137.454,185960.244,190873.247,195874.685,200963.603,206139.587
"126","NIU","Niue",2019,0.008,NA,6.55,0.001,NA,5.052,NA,0,0.272,0,NA,NA,NA,NA,NA,NA,NA,0.008,NA,NA,NA,NA,NA,5.052,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.272,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1614,NA,NA,NA,NA,"Oceania","OCEANIA (EXCLUDING AUSTRALIA AND NEW ZEALAND)",21,570,"Country/Area",957,4.666,4.676,4.692,4.681,4.683,4.69,4.697,4.722,4.749,4.783,4.83,4.877,4.93,4.987,5.04,5.097,5.152,5.206,5.242,5.215,5.127,4.956,4.722,4.45,4.194,3.974,3.796,3.684,3.603,3.502,3.401,3.268,3.123,2.974,2.837,2.713,2.607,2.52,2.446,2.382,2.332,2.292,2.261,2.228,2.201,2.161,2.124,2.069,2.01,1.953,1.902,1.843,1.795,1.748,1.713,1.688,1.667,1.647,1.633,1.622,1.622,1.618,1.606,1.606,1.607,1.61,1.611,1.612,1.61,1.614,1.618
"127","MKD","North Macedonia",2019,8.041,NA,15.19,1.06,NA,3.86,NA,0.02,628.717,0.04,NA,NA,0.259,4.206,0.352,NA,0.5,2.984,NA,0.169,2.019,NA,0.24,1.432,NA,NA,0.02,0.03,NA,0.01,0.02,NA,17.776,413.178,NA,4.996,192.557,NA,0.04,0.05,NA,0,0.03,NA,NA,NA,NA,NA,NA,NA,2083458,NA,31.077,14919.496,NA,"Europe","EUROPE",NA,807,"Country/Area",925,1254.444,1290.417,1320.982,1347.47,1370.979,1392.461,1412.61,1432.016,1451.021,1469.848,1488.67,1507.647,1527.109,1547.449,1569.139,1592.437,1617.797,1644.949,1672.399,1698.15,1720.805,1739.529,1754.951,1769.002,1784.4,1803.008,1825.559,1851.07,1877.69,1902.718,1924.203,1941.527,1955.247,1965.892,1974.413,1981.536,1987.538,1992.278,1995.508,1996.863,1996.218,1993.304,1988.659,1984.024,1981.713,1983.259,1989.441,1999.588,2012.052,2024.393,2034.823,2042.844,2048.93,2053.426,2057.044,2060.28,2063.132,2065.408,2067.309,2069.03,2070.737,2072.484,2074.275,2076.065,2077.78,2079.335,2080.746,2081.996,2082.957,2083.458,2083.38
"128","NOR","Norway",2019,42.441,NA,-3.14,-1.377,NA,7.89,NA,0.12,2599.253,0.16,NA,NA,0.086,4.234,0.73,2.189,13.452,21.467,0.369,0.136,0.787,0.407,2.501,3.991,0.069,NA,0.05,0.03,0.51,0.18,0.17,0.32,61.206,633.257,107.412,385.434,1401.839,10.105,0.15,0.08,0.63,0.16,0.24,0.28,NA,NA,NA,NA,NA,NA,5378859,NA,490.781,91240.272,NA,"Europe","EUROPE",28,578,"Country/Area",924,3265.274,3300.751,3334.477,3367.054,3398.913,3430.335,3461.518,3492.445,3523.049,3553.129,3582.508,3611.139,3639.213,3667.113,3695.417,3724.457,3754.354,3784.867,3815.641,3846.177,3876.049,3905.274,3933.726,3960.805,3985.735,4008.026,4027.475,4044.335,4059.186,4072.875,4086.07,4098.974,4111.65,4124.588,4138.265,4153.111,4169.318,4186.972,4205.959,4226.116,4247.286,4269.465,4292.685,4316.79,4341.616,4366.996,4393.217,4420.266,4447.485,4474.008,4499.375,4523.139,4546.017,4570.096,4598.21,4632.359,4672.986,4719.403,4771.014,4826.847,4885.878,4948.335,5013.716,5079.46,5142.269,5199.827,5250.95,5296.324,5337.96,5378.859,5421.242
"129","OMN","Oman",2019,71.685,NA,0.92,0.655,NA,14.409,NA,0.2,1208.141,0.07,NA,NA,0.17,NA,1.746,3.323,50.883,15.732,NA,0.351,NA,0.668,10.228,3.162,NA,NA,0.11,NA,0.77,0.67,0.13,NA,34.414,NA,128.034,743.932,301.76,NA,0.08,NA,0.75,0.31,0.05,NA,NA,NA,NA,NA,NA,NA,4974992,NA,420.549,84532.482,NA,"Asia","NORTHERN AFRICA AND WESTERN ASIA",NA,512,"Country/Area",922,456.41,462.255,469.346,477.443,486.315,495.825,505.888,516.468,527.591,539.32,551.735,564.891,578.827,593.498,608.89,625.006,642.007,660.117,679.592,700.725,723.842,748.968,776.385,806.985,841.952,882.038,927.434,977.804,1032.797,1091.858,1154.373,1220.578,1290.121,1361.085,1431.066,1498.413,1561.18,1619.871,1678.119,1741.155,1812.158,1893.761,1983.272,2072.106,2148.416,2204.267,2236.652,2249.759,2251.859,2254.898,2267.973,2294.959,2334.86,2386.164,2445.524,2511.254,2580.753,2657.162,2750.956,2876.186,3041.435,3251.102,3498.031,3764.805,4027.255,4267.341,4479.217,4665.926,4829.476,4974.992,5106.622
"130","PAK","Pakistan",2019,248.844,NA,0.57,1.419,NA,1.149,NA,0.68,4944.752,0.3,NA,NA,0.252,77.017,14.127,NA,80.356,77.344,NA,0.065,0.356,NA,0.371,0.357,NA,NA,0.9,0.54,NA,1.06,0.63,NA,283.004,725.686,NA,1779.977,2131.326,NA,0.68,0.09,NA,0.75,0.37,NA,NA,NA,NA,NA,NA,NA,216565317,NA,989.031,4566.901,NA,"Asia","CENTRAL AND SOUTHERN ASIA",NA,586,"Country/Area",5501,37542.37,37992.884,38516.514,39109.09,39767.169,40488.032,41269.721,42111.011,43011.324,43970.56,44988.69,46065.229,47198.886,48387.293,49627.623,50917.975,52260.183,53655.783,55102.69,56598.148,58142.062,59734.479,61381.982,63099.404,64905.996,66816.875,68834.324,70958.168,73197.254,75561.128,78054.346,80680.461,83431.597,86285.936,89213.708,92191.505,95215.375,98285.762,101389.603,104512.874,107647.918,110778.655,113911.126,117086.68,120362.764,123776.835,127349.293,131057.432,134843.233,138624.625,142343.583,145978.408,149549.695,153093.371,156664.698,160304.007,164022.626,167808.106,171648.984,175525.61,179424.643,183340.168,187280.125,191260.799,195305.012,199426.953,203631.356,207906.21,212228.288,216565.317,220892.331
"131","PLW","Palau",2019,0.257,NA,6.54,0.016,NA,14.268,NA,0,10.442,0,NA,NA,NA,NA,NA,NA,NA,0.257,NA,NA,NA,NA,NA,14.268,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,10.442,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,18001,NA,NA,NA,NA,"Oceania","OCEANIA (EXCLUDING AUSTRALIA AND NEW ZEALAND)",NA,585,"Country/Area",954,7.431,7.493,7.63,7.821,8.051,8.315,8.592,8.895,9.188,9.48,9.769,10.046,10.329,10.566,10.792,11.005,11.178,11.329,11.46,11.617,11.803,12.051,12.342,12.625,12.823,12.898,12.835,12.646,12.409,12.231,12.178,12.281,12.519,12.842,13.19,13.534,13.835,14.121,14.4,14.704,15.063,15.442,15.859,16.285,16.735,17.158,17.599,18.016,18.409,18.773,19.104,19.39,19.642,19.812,19.861,19.784,19.545,19.159,18.708,18.29,17.954,17.748,17.635,17.603,17.625,17.665,17.718,17.809,17.911,18.001,18.092
"132","PAN","Panama",2019,12.503,NA,3.36,0.407,NA,2.944,NA,0.03,300.783,0.02,NA,NA,NA,0.402,0.852,NA,NA,11.249,NA,0.201,0.095,NA,NA,2.649,NA,NA,0.05,0,NA,NA,0.09,NA,19.434,10.501,NA,NA,270.606,NA,0.05,0,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,4246440,NA,NA,NA,NA,"Latin America and the Caribbean","LATIN AMERICA AND THE CARIBBEAN",NA,591,"Country/Area",916,859.658,881.345,904.406,928.745,954.313,981.083,1009.04,1038.181,1068.544,1100.139,1133.005,1167.12,1202.447,1238.893,1276.331,1314.679,1353.847,1393.824,1434.676,1476.481,1519.286,1563.093,1607.797,1653.208,1699.056,1745.142,1791.389,1837.804,1884.427,1931.302,1978.489,2025.965,2073.748,2121.863,2170.33,2219.2,2268.5,2318.259,2368.556,2419.424,2470.946,2523.115,2575.949,2629.584,2684.117,2739.667,2796.291,2853.907,2912.318,2971.197,3030.333,3089.641,3149.195,3209.056,3269.356,3330.222,3391.673,3453.671,3516.204,3579.215,3642.691,3706.479,3770.635,3835.447,3901.311,3968.49,4037.073,4106.764,4176.868,4246.44,4314.768
"133","PNG","Papua New Guinea",2019,7.087,NA,4.43,0.301,NA,0.808,NA,0.02,163.91,0.01,NA,NA,NA,NA,NA,NA,0.841,6.246,NA,NA,NA,NA,0.096,0.712,NA,NA,NA,NA,NA,0.01,0.05,NA,NA,NA,NA,10.804,153.055,NA,NA,NA,NA,0,0.03,NA,NA,NA,NA,NA,NA,NA,8776119,NA,NA,NA,NA,"Oceania","OCEANIA (EXCLUDING AUSTRALIA AND NEW ZEALAND)",NA,598,"Country/Area",928,2002.147,2011.216,2024.16,2041.021,2061.758,2086.253,2114.28,2145.599,2179.87,2216.723,2255.858,2297.052,2340.349,2385.943,2434.22,2485.433,2539.683,2596.82,2656.636,2718.805,2783.132,2849.522,2918.138,2989.201,3063.051,3139.944,3219.825,3302.636,3388.631,3478.093,3571.209,3668.102,3768.489,3871.49,3975.95,4081.022,4186.499,4292.575,4399.32,4506.996,4615.843,4725.543,4836.216,4949.053,5065.664,5187.063,5314.258,5446.633,5581.767,5716.166,5847.59,5974.627,6098.621,6223.378,6354.247,6494.902,6646.891,6808.503,6976.2,7144.774,7310.512,7472.196,7631.003,7788.388,7946.733,8107.772,8271.766,8438.038,8606.324,8776.119,8947.027
"134","PRY","Paraguay",2019,8.272,NA,2.09,0.169,NA,1.174,NA,0.02,169.604,0.01,NA,NA,NA,0.006,0.35,NA,NA,7.917,NA,0.05,0.001,NA,NA,1.124,NA,NA,0.02,0,NA,NA,0.06,NA,9.066,0.037,NA,NA,160.502,NA,0.02,0,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,7044639,NA,NA,NA,NA,"Latin America and the Caribbean","LATIN AMERICA AND THE CARIBBEAN",NA,600,"Country/Area",931,1473.241,1511.85,1550.983,1590.868,1631.711,1673.667,1716.878,1761.454,1807.458,1854.966,1903.99,1954.552,2006.675,2060.34,2115.573,2172.309,2230.733,2290.797,2351.926,2413.396,2474.757,2535.877,2597.149,2659.418,2723.816,2791.236,2861.868,2935.71,3013.281,3095.151,3181.627,3272.922,3368.763,3468.533,3571.275,3676.206,3783.074,3891.725,4001.678,4112.396,4223.413,4334.348,4445.019,4555.518,4666.096,4776.838,4887.638,4998.096,5107.84,5216.346,5323.202,5428.442,5531.958,5632.983,5730.556,5824.095,5913.212,5998.43,6081.296,6163.97,6248.017,6333.981,6421.51,6510.273,6599.524,6688.746,6777.878,6867.058,6956.069,7044.639,7132.53
"135","PER","Peru",2019,54.533,NA,0.6,0.323,NA,1.677,NA,0.15,1892.262,0.11,NA,NA,0.169,1.68,3.981,0.169,16.017,32.687,NA,0.122,0.052,0.005,0.493,1.005,NA,NA,0.25,0.01,0.04,0.21,0.26,NA,103.708,114.428,87.416,224.374,1362.336,NA,0.25,0.01,0.51,0.09,0.23,NA,NA,NA,NA,NA,NA,NA,32510462,NA,322.636,9924.199,NA,"Latin America and the Caribbean","LATIN AMERICA AND THE CARIBBEAN",NA,604,"Country/Area",931,7777.452,7976.478,8184.725,8401.373,8625.982,8858.392,9098.83,9347.833,9606.241,9875.016,10155.011,10446.618,10749.463,11062.295,11383.364,11711.402,12045.783,12386.868,12735.491,13092.846,13459.789,13836.365,14221.954,14615.847,15017.06,15424.745,15838.568,16258.323,16683.451,17113.393,17547.612,17985.398,18426.42,18870.988,19319.746,19772.871,20230.385,20691.285,21153.462,21614.193,22071.433,22522.383,22966.822,23408.135,23851.405,24299.168,24753.825,25210.957,25658.07,26078.295,26459.944,26799.289,27100.964,27372.217,27624.226,27866.14,28102.055,28333.05,28562.321,28792.663,29027.68,29264.314,29506.79,29773.986,30090.372,30470.739,30926.036,31444.299,31989.265,32510.462,32971.846
"136","PHL","Philippines",2019,144.263,NA,3.84,5.338,NA,1.334,NA,0.4,3249.777,0.2,NA,NA,0.257,69.384,9.569,NA,8.14,57.17,NA,0.088,0.642,NA,0.075,0.529,NA,NA,0.61,0.48,NA,0.11,0.46,NA,224.948,747.551,NA,120.864,2156.414,NA,0.54,0.1,NA,0.05,0.37,NA,NA,NA,NA,NA,NA,NA,108116622,NA,562.217,5200.079,NA,"Asia","EASTERN AND SOUTH-EASTERN ASIA",NA,608,"Country/Area",920,18580.483,19246.603,19945.269,20669.608,21414.578,22177.06,22955.908,23751.87,24567.266,25405.531,26269.741,27161.052,28077.345,29012.63,29958.687,30909.997,31864.175,32823.97,33795.203,34786.309,35803.591,36849.678,37923.4,39022.759,40144.25,41285.741,42446.659,43629.415,44838.485,46079.844,47357.741,48672.831,50023.564,51408.91,52827.047,54275.836,55755.346,57263.835,58794.999,60340.768,61895.169,63454.785,65020.124,66593.904,68180.846,69784.087,71401.743,73030.879,74672.009,76325.927,77991.757,79672.869,81365.26,83051.97,84710.544,86326.251,87888.675,89405.482,90901.967,92414.161,93966.784,95570.049,97212.639,98871.558,100513.137,102113.206,103663.812,105172.921,106651.394,108116.622,109581.085
"137","POL","Poland",2019,322.626,NA,-4.47,-15.079,NA,8.515,NA,0.89,27561.351,1.67,NA,NA,0.272,183.131,7.655,4.847,35.062,87.407,4.523,0.202,4.834,0.128,0.925,2.307,0.119,NA,0.49,1.28,1.13,0.46,0.71,3.93,408.03,22861.002,106.844,1146.722,2908.41,130.343,0.98,2.96,0.63,0.48,0.5,3.66,NA,NA,NA,NA,NA,NA,37887771,NA,1187.994,31355.418,NA,"Europe","EUROPE",NA,616,"Country/Area",923,24824.007,25283.013,25764.322,26260.482,26764.49,27269.742,27770.044,28259.605,28733.123,29185.902,29614.201,30015.604,30389.354,30736.494,31059.449,31360.903,31641.037,31901.687,32149.536,32393.14,32639.262,32890.387,33147.079,33411.592,33685.785,33970.73,34266.104,34571.226,34885.808,35209.249,35539.723,35878.44,36221.543,36555.782,36863.949,37133.86,37359.519,37544.332,37697.36,37832.568,37960.193,38082.94,38197.588,38301.349,38389.469,38458.642,38509.672,38544.838,38564.191,38567.868,38556.699,38529.585,38488.64,38441.821,38399.553,38368.957,38354.447,38353.339,38356.786,38351.924,38329.784,38286.824,38227.033,38158.043,38091.095,38034.076,37989.218,37953.176,37921.585,37887.771,37846.605
"138","PRT","Portugal",2019,48.598,NA,-5.6,-2.885,NA,4.752,NA,0.13,2571.597,0.16,NA,NA,0.168,5.254,2.251,1.128,11.972,27.065,0.928,0.22,0.514,0.11,1.171,2.647,0.091,NA,0.14,0.04,0.26,0.16,0.22,0.81,157.17,647.725,19.278,197.25,1526.15,24.024,0.38,0.08,0.11,0.08,0.26,0.67,NA,NA,NA,NA,NA,NA,10226178,NA,289.685,28328.318,NA,"Europe","EUROPE",NA,620,"Country/Area",925,8416.971,8418.739,8451.545,8503.169,8563.703,8625.538,8683.415,8734.425,8777.697,8814.023,8844.638,8869.989,8888.509,8896.266,8888.226,8862.277,8814.774,8750.863,8687.873,8649.249,8651.334,8700,8789.11,8907.928,9039.977,9172.24,9302.297,9431.036,9552.609,9660.749,9750.966,9820.868,9870.822,9902.992,9921.243,9929.176,9926.426,9914.073,9899.198,9890.823,9895.358,9916.052,9951.305,9996.642,10045.032,10091.322,10134.016,10174.564,10214.046,10254.501,10297.117,10341.456,10385.993,10429.615,10470.926,10508.494,10542.837,10573.15,10595.312,10604.066,10596.055,10569.388,10526.308,10473.025,10418.224,10368.346,10325.54,10288.527,10256.192,10226.178,10196.707
